gid;nom;arrete_pref_numero;xy_precis;id_adr;adr_num;adr_voie;com_cp;com_insee;com_nom;lat_coor1;long_coor1;structure_siren;structure_type;structure_rais;structure_num;structure_voie;structure_cp;structure_insee;structure_com;_userid_creation;_userid_modification;_edit_datemaj;lieu_accessibilite;rdv_lundi;rdv_mardi;rdv_mercredi;rdv_jeudi;rdv_vendredi;rdv_samedi;rdv_dimanche;rdv;date_fermeture;date_ouverture;rdv_site_web;rdv_tel;rdv_tel2;rdv_modalites;rdv_consultation_prevaccination;centre_svi_repondeur;centre_fermeture;reserve_professionels_sante;centre_type
1364;PONTAILLER-SUR-SAONE maison des services;;0.99999987473604;21496_0550_00008;;Rue des Saucis;21270;21496;Pontailler-sur-Saône;47.3128;5.40764;130007933;8412Z;AGENCE REGIONALE DE SANTE BOURGOGNE-FRANCHE-COMTE;;;;;;18184;18185;2021-08-16 16:53:00.212452;;fermé;fermé;fermé;10:20 - 15:20;fermé;fermé;fermé;t;;;https://partners.doctolib.fr/centre-de-sante/auxonne/centre-de-vaccination-covid-19-auxonne?pid=practice-166590&enable_cookies_consent=1;+33345810421;;;;;f;;
387;CH LA SOUTERRAINE;;0.99999959741738;23176_wfsn50_00012;12;Rue Pasteur;23300;23176;La Souterraine;46.2358;1.48104;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;51;18103;2021-08-18 04:44:13.536338;;fermé;08:00-10:00/14:00-17:00;14:00-17:00;14:00-17:00;8:00-18:00;8:00-12:00;fermé;t;;2021-01-13;https://partners.doctolib.fr/centre-de-vaccinations-internationales/limousin/vaccination-covid-19-professionnels-de-sante?speciality_id=5494&pid=practice-164182&enable_cookies_consent=1;+33555895994;;;t;f;f;f;
904;LE FAOUET - Maison de santé;;0.99999980529349;56057_1220_00091;104;Rue de Saint Fiacre;56320;56057;Le Faouët;48.0309;-3.4902;130007966;8412Z;AGENCE REGIONALE DE SANTE DE BRETAGNE;6;PL DES COLOMBES;35000;35238;RENNES;18078;18;2021-08-02 15:03:16.329772;;8h30-12h30 / 13h30-17h30;8h30-12h30 / 13h30-17h30;8h30-12h30 / 13h30-17h30;8h30-12h30 / 13h30-17h30;8h30-12h30 / 13h30-17h30;fermé;fermé;t;;2021-01-26;https://vaccination-covid.keldoc.com/centre-hospitalier-regional/lorient-56100/groupe-hospitalier-bretagne-sud-lorient-hopital-du-scorff/groupe-hospitalier-bretagne-sud-lorient-hopital-du-scorff?cabinet=16581&specialty=144;+33297069794;;;;;f;f;
2795;Centre commercial AUCHAN La Seyne sur Mer;;0.99999900722564;83126_0829_00055;;Boulevard de l'Europe;83500;83126;La Seyne-sur-Mer;43.1117;5.8594;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;DE PARIS BD;13003;13203;MARSEILLE 3;10366;10366;2021-08-18 10:58:14.318822;;fermé;15h à 18h30;fermé;15h à 18h30;fermé;fermé;fermé;f;2021-09-01;2021-08-02;;;;Ouverture ponctuelle;;;f;;"{""Dispositif aller vers ...""}"
2784;Centre de vaccination éphémère CC Carré Sénart ;;0.99999849755772;77251_1728_00004;4;Allée du Préambule;77127;77251;Lieusaint;48.6161;2.54793;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;DU LANDY RUE;93200;93066;SAINT-DENIS;24513;24513;2021-08-05 15:26:02.06302;oui;fermé;fermé;fermé;10-18h;10-18h;10-18h;fermé;f;2021-07-28;2021-07-26;;;;;t;t;t;f;
2625;CV éphémère de Neuville-aux-Bois;;0.99999995271158;45224_0320_00002_bis;4;Rue de la Pichardière;45170;45224;Neuville-aux-Bois;48.0692;2.05373;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;18192;18192;2021-05-25 11:11:42.94094;;ouvert;ouvert;ouvert;ouvert;ouvert;fermé;fermé;;;;;;;;;;f;f;
1655;Communauté de communes Gally-Mauldre à Crespières;Arrêté SIDPC du 05/03/2021 (RAA 78-2021-03-05-005);0.99999998509103;78189_0190_00011;11;Rue de la Sansonnerie;78121;78189;Crespières;48.8822;1.92343;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18227;18227;2021-10-28 10:22:55.350391;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;t;2021-10-16;2021-03-10;https://partners.doctolib.fr/centre-de-sante/le-chesnay-rocquencourt/centre-de-vaccination-de-la-communaute-de-communes-gally-mauldre-crespieres?pid=practice-174913&enable_cookies_consent=1;+33134590163;;;t;f;t;f;
2788;Centre de vaccination éphémère Ccial Destreland/Cist Guadeloupe;2021-052;0.99999886866063;97103_v4nchp_00303;303;Centre Commercial Destrellan;97122;97103;Baie-Mahault;16.2531;-61.5896;130008030;8412Z;AGENCE REGIONALE DE SANTE DE GUADELOUPE, SAINT-MARTIN ET SAINT-BARTHELEMY;;RUE DES ARCHIVES BISDARY;97113;97109;GOURBEYRE;22476;22476;2021-07-29 21:56:25.946369;;8h00 - 16h00;8h00 - 16h00;fermé;fermé;8h00 - 16h00;fermé;fermé;t;;2021-07-30;;;;centre de vaccination éphémère pour les salariés du Ccial Destreland en partenariat avec le Cist Guadeloupe;t;;t;t;
2789;Centre de secours de Bar le Duc;;0.99999759758213;55186_zkcnab_00002;2;Route de Reims;55000;55186;Fains-Véel;48.7906;5.13626;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;JOFFRE BD;54000;54395;NANCY;17239;17239;2021-07-29 22:27:16.298754;;fermé;fermé;fermé;fermé;fermé;14H30 - 20h00;fermé;f;2021-07-31;2021-07-31;https://www.maiia.com/centre-de-vaccination/55000-fains-veel/centre-de-secours-bar-le-duc?centerId=60f829e100fe4a73487c691c;03 72 85 01 17;;;t;;f;f;"{""Dispositif aller vers ...""}"
442;MSP DE MASSAT ;;0.99999974901543;09182_mnm09m;;Avenue de l'Europe;09320;09182;Massat;42.8904;1.344;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;18081;18081;2021-07-30 11:47:21.119156;;fermé;fermé;fermé;13:30-18:00;fermé;fermé;fermé;t;2021-07-07;2021-01-14;https://partners.doctolib.fr/centre-de-sante/massat/centre-de-vaccination-covid-msp-massat?speciality_id=5494&enable_cookies_consent=1;+33800541919;;;t;;t;;
2058;Centre de vaccination de Metz - Palais des sports;;0.99999970605343;57412_0180_00036;;Boulevard Saint-Symphorien;57050;57412;Longeville-lès-Metz;49.1142;6.15468;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;14476;14476;2021-06-06 20:00:03.100758;;fermé;fermé;fermé;fermé;fermé;8:00-18:00;8:00-18:00;;;;https://partners.doctolib.fr/centre-de-vaccinations-internationales/longeville-les-metz/centre-de-vaccination-de-metz?pid=practice-173842&enable_cookies_consent=1;+33387345345;;;;;f;;{}
2787;Vacci'Mouv - Centre mobile;;0.99999679440286;68056_0333_00015;15;Rue des Frères Lumière;68350;68056;Brunstatt-Didenheim;47.7269;7.30867;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;JOFFRE BD;54000;54395;NANCY;14476;14476;2021-08-05 10:13:47.030908;;8:00-20:00;8:00-20:00;8:00-20:00;8:00-20:00;8:00-20:00;8:00-20:00;fermé;f;;2021-07-30;;;;;;;f;f;"{""Equipe mobile""}"
2389;Equipe mobile de Chateauneuf de Galaure - Salle des fêtes;;0.99999995325795;26083_0004_00016;16;Place des Cordeliers;26330;26083;Châteauneuf-de-Galaure;45.2296;4.95555;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;18235;18235;2021-07-30 13:00:01.649404;;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;09:00-17:00;fermé;fermé;t;;2021-04-05;https://partners.doctolib.fr/vaccination-covid-19/chateauneuf-de-galaure/centre-de-vaccination-covid-19-chateauneuf-de-galaure?pid=practice-191948&enable_cookies_consent=1;;;;t;;t;;{}
2792;Equipe mobile UMPS14 ;;1;14118_6560_00010;10;Rue Saint-Laurent - préfecture;14000;14118;Caen;49.1814;-0.366317;130007909;8412Z;AGENCE REGIONALE DE SANTE NORMANDIE;2;JEAN NOUZILLE PL;14000;14118;CAEN;11533;11533;2021-08-04 13:00:01.833189;;;;;;;;fermé;t;;2021-08-02;https://partners.doctolib.fr/vaccination-covid-19/mondeville/centre-de-vaccination-covid-19-operations-ephemeres-calvados?speciality_id=5494&enable_cookies_consent=1;+33279461156;;;;;f;;"{""Equipe mobile""}"
2786;Barnum APHP 92;;0.99999988928183;92050_7010_00007;7;Avenue Pablo Picasso;92000;92050;Nanterre;48.893;2.21385;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;DU LANDY RUE;93200;93066;SAINT-DENIS;18247;23814;2021-08-04 17:07:49.034676;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;2021-07-30;;;;;;f;t;f;"{""Equipe mobile""}"
2665;Centre de vaccination Tarare;2021-10-0171;0.99999998095402;69243_0480_00008;7;Rue du Docteur Guffon;69170;69243;Tarare;45.8989;4.43457;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;18820;11598;2021-10-28 14:52:21.162915;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;t;;2021-06-14;https://partners.doctolib.fr/vaccination-covid-19/villefranche-sur-saone/centre-de-vaccination-jean-jaures-tarare-gymnase?pid=practice-193706&enable_cookies_consent=1;;;;;;f;;"{""Dispositif aller vers ..."",""Equipe mobile""}"
1327;Centre de vaccination Argenton sur Creuse;;0.99999999826688;36006_0850_00008;;Rue Lothaire Kubel;36200;36006;Argenton-sur-Creuse;46.5855;1.51592;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;DU FAUBOURG BANNIER RUE;45000;45234;ORLEANS;18192;20001;2021-11-10 15:43:11.391032;;14h-20h;14h-20h;14h-20h;14h-20h;14h-20h;fermé;fermé;t;;2021-01-25;https://partners.doctolib.fr/centre-de-sante/argenton-sur-creuse/centre-de-vaccination-d-argenton-sur-creuse?pid=practice-168762&enable_cookies_consent=1;+33638174143;;;;;f;;
966;Très Grand Centre Communauté d'agglomération de Saint-Quentin-en-Yvelines;Arrêté SIDPC du 22/01/2021 (RAA 78-2021-01-22-024);0.99999975091441;78423_0691_00001;1; Rue Laurent Fignon;78180;78423;Montigny-le-Bretonneux;48.7893;2.03587;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18064;19282;2021-07-30 15:03:40.694055;;fermé;08:00-14:00;08:00-14:00;08:00-14:00;08:00-14:00;08:00-14:00;fermé;t;;2021-01-18;https://partners.doctolib.fr/centre-de-sante/montigny-le-bretonneux/centre-de-vaccination-covid-19-de-montigny-le-bretonneux?speciality_id=5494&enable_cookies_consent=1;+33130161783;;;t;t;f;f;"{""Grand centre""}"
1988;Chamonix - Le majestic;2021-24;0.99999999999506;74056_0751_00241;241;Allée du Majestic;74400;74056;Chamonix-Mont-Blanc;45.9228;6.8666;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;8097;22575;2021-11-15 09:52:31.803974;OUI;fermé;09:00-13:00/14:00-18:00;09:00-13:00/14:00-18:00;09:00-13:00/14:00-18:00;09:00-13:00/14:00-18:00;fermé;fermé;t;;2021-11-16;https://partners.doctolib.fr/centre-de-sante/chamonix-mont-blanc/centre-de-vaccination-covid-ville-de-chamonix?pid=practice-176984&enable_cookies_consent=1;+33661390314;;;t;;f;f;
2220;29-Grand centre de vaccination (fictif);;0.9999997691221;29019_4650_00007;7;Rue de Roubaix;29200;29019;Brest;48.397;-4.49541;130007966;8412Z;AGENCE REGIONALE DE SANTE DE BRETAGNE;6;PL DES COLOMBES;35000;35238;RENNES;18;18;2021-08-02 17:14:37.322746;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;t;;;;;;Grand centre de vaccination;;;t;f;"{""Grand centre""}"
235;CENTRE HOSPITALIER  ANNECY GENEVOIS;2021-12 et 2021-13;0.9999936863573;74112_0838_00002;1 ;avenue de l'hôpital;74370;74112;Epagny Metz-Tessy;45.9342;6.11774;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;41;22461;2021-08-02 10:45:29.028826;oui;08:00-18:00;08:00-18:00;08:00-18:00;08:00-18:00;08:00-18:00;08:00-1630;Fermé;t;;2021-01-06;https://partners.doctolib.fr/hopital-public/annecy/centre-hospitalier-annecy-genevois-centre-de-depistage-et-de-vaccination-covid-19?pid=practice-163436?speciality_id=5494&enable_cookies_consent=1;+33456497427;;;t;;f;f;
2793;Centre éphémère à Moissy-Cramayel ;;0.99999994368332;77296_0150_00065;65;Rue de la Federation;77550;77296;Moissy-Cramayel;48.629;2.59008;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;DU LANDY RUE;93200;93066;SAINT-DENIS;24513;24513;2021-08-02 14:47:49.457605;;fermé;fermé;fermé;11H - 18H;11H - 18H;fermé;fermé;f;2021-08-20;2021-08-19;;;;;t;t;t;;"{""Equipe mobile""}"
246;Centre de vaccination du GHSIF Melun;;0.99999993125654;77288_1760_00005;8;Rue de Vaux;77000;77288;Melun;48.5396;2.67334;130008014;8610Z;GROUPE HOSPITALIER DU SUD ILE DE FRANCE;270;MARC JACQUET AV;77000;77288;MELUN;15;24513;2021-10-11 17:24:17.517635;oui ;8h-16h;8h-16h;8h-16h;8h-16h;8h-16h;8h-16h;Fermé ;t;;2021-01-04;https://vaccination-covid.keldoc.com/centre-hospitalier/melun-cedex-77011/groupe-hospitalier-sud-ile-de-france/groupe-hospitalier-sud-ile-de-france?cabinet=15109&specialty=496;+33181742700;;;t;t;f;f;"{""Séc. Civ. concourant"",""Campagne scolaire""}"
2242;CMSI clinique Mutualiste;;1;42218_5410_00003;3;Rue le Verrier;42100;42218;Saint-Étienne;45.4146;4.39407;130008071;8412Z;AGENCE REGIONALE DE SANTE AUVERGNE-RHONE-ALPES;241;RUE GARIBALDI;69003;69383;LYON 3EME;315;315;2021-11-02 08:49:28.669711;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;2021-11-15;2021-03-29;https://partners.doctolib.fr/centre-de-sante/saint-etienne/centre-de-vaccination-de-cmsi-42?pid=practice-179779&enable_cookies_consent=1;04 77 12 13 14;;;;;f;;
1792;MA - US / Maison d'Arrêt de Saint-Brieuc;101556;0.96;22278_1850_00001;1;Rue des Fusillés;22000;22278;Saint-Brieuc;48.5083;-2.75047;130007966;8412Z;AGENCE REGIONALE DE SANTE DE BRETAGNE;6;PL DES COLOMBES;35000;35238;RENNES;;18;2021-08-02 17:15:11.200797;;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;t;;;;;;USMP;f;;t;f;{USMP}
1795;CP - UCSA - Centre pénitentiaire des Hommes Rennes-Vezin / Centre pénitentiaire de Rennes-Vézin le Coquet;639589;0.95;35353_0183;;Rue du Petit Pré;35132;35353;Vezin-le-Coquet;48.1074;-1.73923;130007966;8412Z;AGENCE REGIONALE DE SANTE DE BRETAGNE;6;PL DES COLOMBES;35000;35238;RENNES;;18;2021-08-02 17:18:54.033793;;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;t;;;;;;USMP;f;;t;f;{USMP}
2089;Centre de vaccination d'Amnéville - Dojo;;0.99999993255928;57019_0110_00074;;Rue Georges Clemenceau;57360;57019;Amnéville;49.2581;6.13531;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;14476;14476;2021-06-06 20:00:03.105856;;fermé;fermé;fermé;fermé;9:30-17:30;9:30-17:30;9:30-17:30;t;;;https://partners.doctolib.fr/centre-de-sante/amneville/centre-de-vaccination-covid-19-amneville-les-thermes?pid=practice-177886&enable_cookies_consent=1;+33387345345;;;;;f;;{}
2431;"Dpt 29 - Opérations ""Aller-vers"" non rattachées à un CDV";;0.99999962108048;29232_5830_00044;44;Place Saint Corentin;29000;29232;Quimper;47.9965;-4.10202;130007966;8412Z;AGENCE REGIONALE DE SANTE DE BRETAGNE;6;PL DES COLOMBES;35000;35238;RENNES;18;18;2021-08-03 16:48:26.635522;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;t;;2021-04-12;;;;"Opérations éphémères ""Aller-vers""";;;t;f;"{""Equipe mobile"",""Dispositif aller vers ...""}"
1862;MA - USMP / Maison d'Arrêt d'Angers;101594;0.87;49007_5810_00001;1;Place Olivier Giran;49100;49007;Angers;47.4743;-0.541484;130008006;8412Z;AGENCE REGIONALE DE SANTE PAYS DE LOIRE;17;BD GASTON DOUMERGUE;44200;44109;NANTES;;22644;2021-08-03 13:13:25.036012;;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;Fermé au public;;;;;;;USMP;f;;t;f;{USMP}
2800;Centre éphémère - Tour Eiffel;;0.99999961858664;75107_4409;5;avenue anatole france;75007;75107;Paris;48.8577;2.29527;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;DU LANDY RUE;93200;93066;SAINT-DENIS;18157;18157;2021-08-03 13:41:25.769765;;fermé;fermé;fermé;16h-20h;16h-20h;fermé;fermé;t;2021-08-20;2021-08-05;;;;Réservé aux agents de la Tour Eiffel;t;f;t;t;"{""Sécurité Civile""}"
2798;Karavan Salle Polyvalente;;0.9999999590217;97415_wy31n7_00314;314;Chemin Summer 2;97460;97415;Saint-Paul;-21.0404;55.2548;130026057;8412Z;AGENCE REGIONALE DE SANTE DE LA REUNION;2;GEORGES BRASSENS AV;97490;97411;SAINT-DENIS;14523;14523;2021-08-04 14:54:15.232454;;fermé;fermé;fermé;fermé;fermé;08h30-12h20/13h15-17h00/sans rendez-vous 08h30-12h20/sans rendez-vous 13h15-17h00;fermé;f;2021-08-14;2021-08-14;https://vaccination-covid.keldoc.com/redirect/?dom=cabinet-medical&inst=saint-paul-97460&user=karavan-salle-polyvalente&cabinet=26196&speciality=496;0262 72 47 20;;;f;t;f;f;"{""Equipe mobile""}"
2799;Karavan Joseph Grosset;;0.99999983654139;97415_kudzje_00006;32;Rue de l’Eglise;97460;97415;Saint-Paul;-20.9983;55.3287;130026057;8412Z;AGENCE REGIONALE DE SANTE DE LA REUNION;2;GEORGES BRASSENS AV;97490;97411;SAINT-DENIS;14523;14523;2021-08-04 14:54:42.867596;;fermé;fermé;fermé;fermé;fermé;08h30-12h20/13h15-17h00/sans rendez-vous 08h30-12h20/sans rendez-vous 13h15-17h00;fermé;f;2021-08-21;2021-08-21;https://vaccination-covid.keldoc.com/redirect/?dom=cabinet-medical&inst=saint-paul-97411&user=karavan-joseph-grosset&cabinet=26195&speciality=496;0262 72 47 20;;;f;t;f;f;"{""Equipe mobile""}"
1243;Centre de Vaccination - ERNEE - Espace Clair de Lune;;0.99999978849838;53096_0408_00002;;Rue des Mirettes;53500;53096;Ernée;48.299;-0.91987;130008006;8412Z;AGENCE REGIONALE DE SANTE PAYS DE LOIRE;17;BD GASTON DOUMERGUE;44200;44109;NANTES;10695;19833;2021-08-17 20:34:50.176302;;13h30-17h30;13h30-17h30;13h30-17h30;13h30-17h30;13h30-17h30;fermé;fermé;t;;2021-01-25;https://partners.doctolib.fr/etablissement-de-prevention/mayenne/centres-de-vaccination-de-la-mayenne-mayenne?pid=practice-164906&enable_cookies_consent=1;+33243535300;;;t;;f;;
37;CHU Besançon;;0.99999338546821;25056_0059_00003;3;Boulevard Alexandre Fleming;25000;25056;Besançon;47.2257;5.9627;130007933;8412Z;AGENCE REGIONALE DE SANTE BOURGOGNE-FRANCHE-COMTE;2;PL DES SAVOIRS;21000;21231;DIJON;82;22718;2021-08-04 10:34:14.402606;;8:30-18:30;8:30-18:30;8:30-18:30;8:30-18:30;8:30-18:30;fermé;fermé;f;;2021-01-08;https://partners.doctolib.fr/hopital-public/besançon/chru-besancon-centre-de-vaccination-covid?speciality_id=5494&enable_cookies_consent=1;0363421013;;;t;;t;;
1250;Centre de vaccination de Cernay - Complexe sportif Daniel Eck;;0.99999649381762;68063_0645_00048;48;Rue René Guibert;68700;68063;Cernay;47.8031;7.16634;130007834;8412Z;AGENCE REGIONALE DE SANTE GRAND EST;3;BD JOFFRE;54000;54395;NANCY;14476;14476;2021-09-17 10:29:41.573355;;non précisé;non précisé;non précisé;non précisé;non précisé;non précisé;non précisé;t;;2021-01-25;https://partners.doctolib.fr/centre-de-sante/cernay/centre-de-vaccination-covid-19-ville-de-cernay?pid=practice-166316&enable_cookies_consent=1;+33970818161;;;;;f;;
2803;Vaccinobus;;0.99999917797249;97411_cksau0_00002_bis;2bis;Avenue Georges Brassens;97400;97411;Saint-Denis;-20.9025;55.4873;130026057;8412Z;AGENCE REGIONALE DE SANTE DE LA REUNION;2;GEORGES BRASSENS AV;97490;97411;SAINT-DENIS;14523;14523;2021-08-04 14:51:38.418278;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;f;;2021-06-24;;;;;f;f;t;f;"{""Equipe mobile""}"
2796;Karavan Case Saline Centre;;0.99999922920335;97415_0445_00007;4;rue de l'église;97422;97415;Saint-Paul;-21.0838;55.2689;130026057;8412Z;AGENCE REGIONALE DE SANTE DE LA REUNION;2;GEORGES BRASSENS AV;97490;97411;SAINT-DENIS;14523;14523;2021-08-04 14:53:53.40543;;fermé;fermé;fermé;fermé;fermé;08h30-12h20/13h15-17h00/sans rendez-vous 08h30-12h20/sans rendez-vous 13h15-17h00;fermé;f;2021-08-07;2021-08-07;https://vaccination-covid.keldoc.com/redirect/?dom=cabinet-medical&inst=saint-paul-97422&user=karavan-case-saline-centre&cabinet=26193&speciality=496;0262 72 47 20;;;f;t;f;f;"{""Equipe mobile""}"
69;CH LA ROCHELLE (réservé aux professionnels de santé);;0.99999981313058;17300_2552_00019;;Rue du Docteur Albert Schweitzer;17000;17300;La Rochelle;46.1585;-1.14426;130007867;8412Z;AGENCE REGIONALE DE SANTE NOUVELLE-AQUITAINE;103;RUE BELLEVILLE;33000;33063;BORDEAUX;51;20033;2021-08-16 13:53:53.794141;OUI;09:00-16:30;09:00-16:30;09:00-16:30;09:00-16:30;09:00-16:30;fermé;fermé;t;;2021-01-11;https://partners.doctolib.fr/hopital-public/la-rochelle/centre-de-vaccination-de-la-rochelle?pid=practice-162596&enable_cookies_consent=1;+33546456666;;Réservé aux professionnels de santé;t;t;f;;
2805;Centre de vaccination - Blois 41 en attente;;0.99999999831757;41018_2290_00026_bis;26bis;Rue Lavoisier;41000;41018;Blois;47.5914;1.32687;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;DU FAUBOURG BANNIER RUE;45000;45234;ORLEANS;18192;18192;2021-08-04 16:09:39.422132;;fermé;fermé;fermé;fermé;fermé;fermé;fermé;;;;;;;;;;t;;
2662;CV CAMPUS MONTROUGE;;1;92049_9615_00021;21;Rue de la Vanne;92120;92049;Montrouge;48.8159;2.32868;130008014;8412Z;AGENCE REGIONALE SANTE ILE DE FRANCE;13;RUE DU LANDY;93200;93066;SAINT-DENIS;18150;23594;2021-08-04 23:28:09.558078;OUI ;10:00-22:00 / sans rendez-vous 14:00-20:00;10:00-22:00 / sans rendez-vous 14:00-20:00;10:00-22:00 / sans rendez-vous 14:00-20:00;10:00-22:00 / sans rendez-vous 14:00-20:00;10:00-22:00 / sans rendez-vous 14:00-20:00;10:00-22:00 / sans rendez-vous 14:00-20:00;10:00-22:00 / sans rendez-vous 14:00-20:00;f;2021-08-22;2021-06-21;https://partners.doctolib.fr/vaccination-covid-19/montrouge/centre-de-vaccination-covid-19-siege-de-la-croix-rouge-francaise?pid=practice-194889&enable_cookies_consent=1;;;;;;f;;
686;"Centre de vaccination ""grand public"" - Saint-Denis-Lanneray";;0.99999988353332;28205_0040_00011_a;;Route nationale;28200;28334;Saint-Denis-Lanneray;48.086;1.23881;130007842;8412Z;AGENCE REGIONALE DE SANTE DU CENTRE-VAL DE LOIRE;131;RUE DU FAUBOURG BANNIER;45000;45234;ORLEANS;53;20001;2021-11-18 15:22:14.950658;;14h00-18h;14h00-18h;9h-12h30 et 14h00-18h;14h00-18h;14h00-18h;9h-12h30 ;fermé ;f;;2021-01-20;https://partners.doctolib.fr/centre-de-sante/chateaudun/centre-de-vaccination-du-sud-28?speciality_id=5494&enable_cookies_consent=1;+33 800 009 110;;;f;;f;;"{""Grand centre""}"
2510;ST-BRIEUC - BREZILLET 2 (SDIS);;0.99999284048062;22215_1306;16;Rue Pierre de Coubertin;22000;22278;Saint Brieuc;48.4998;-2.76442;130007966;8412Z;AGENCE REGIONALE DE SANTE DE BRETAGNE;6;PL DES COLOMBES;35000;35238;RENNES;18078;18078;2021-10-07 09:58:57.694197;;8h30-12h30 / 13h30-17h30;8h30-12h30 / 13h30-17h30;8h30-12h30 / 13h30-17h30;8h30-12h30 / 13h30-17h30;8h30-12h30 / 13h30-17h30;8h30-12h30;9h-17h20;t;2021-09-30;2021-05-02;https://vaccination-covid.keldoc.com/redirect/?dom=centre-municipal-de-sante&inst=st-brieuc-22000&user=centre-de-vaccination-saint-brieuc-palais-des-congres-et-des-expositions-de-la-baie-de-saint-brieuc-brezillet-2&cabinet=25867&specialty=496;+33257180060;;;;;t;f;"{""Sécurité Civile""}"
2715;Carrefour Courtine - Centre éphémère;;1;84007_2852_00390;390;Rue Jean Marie Tjibaou;84000;84007;Avignon;43.928;4.79077;130007982;8412Z;AGENCE REGIONALE DE SANTE DE PROVENCE ALPES COTE D'AZUR;132;DE PARIS BD;13003;13203;MARSEILLE 3;20299;10366;2021-10-07 09:51:24.489508;;14h à 19h;14h à 19h;14h à 19h;14h à 19h;14h à 19h;14h à 19h;;f;2021-09-30;2021-08-04;https://www.maiia.com/centre-de-vaccination/84000-avignon/centre-ephemere-de-vaccination-de-courtine;;;Fermé;;f;t;f;"{""Dispositif aller vers ...""}"
1264;Salle culturelle GIMONT;;0.99999982370816;32147_0560_00053;;Boulevard du Nord;32200;32147;Gimont;43.6262;0.878835;130008048;8412Z;AGENCE REGIONALE DE SANTE OCCITANIE;1025;AV HENRI BECQUEREL;34000;34172;MONTPELLIER;17568;3490;2021-08-29 20:00:01.774845;Centre accessible aux personnes à mobilité réduite;;;;;;;;t;;2021-02-05;RIEN;+33800541919;;Réservé aux plus de 50 ans;t;;t;;
52;Centre de vaccination - CHU de NANTES- Réservé professionnels libéraux;;0.99999999134611;44109_5240_00007;7;Allée de la Maison Rouge;44000;44109;Nantes;47.2127;-1.55152;130008006;8412Z;AGENCE REGIONALE DE SANTE PAYS DE LOIRE;17;BD GASTON DOUMERGUE;44200;44109;NANTES;362;10695;2021-06-06 20:00:01.704636;;8h-20h;8h-20h;8h-20h;8h-20h;8h-20h;8h-20h;8h-20h;t;;2021-01-08;https://partners.doctolib.fr/centre-depistage-covid/nantes/chu-nantes-vaccination-covid?speciality_id=5494&enable_cookies_consent=1;+33244768667;;réservé aux professionnels de santé libéraux;t;;f;t;{}
